Gene,WT q-value,WT log2 fold change,KRas mutant q-value,KRas mutant log2 fold change,Synthetic Lethal Score
OGFOD3,0.999996,-1.302801177,0.999998,-1.212237732,-0.090563446
TJP1,0.999996,0.215777239,0.999998,0.306354421,-0.090577182
SERPINB7,0.999996,-0.042527969,0.999998,0.048091258,-0.090619226
SPATA2,0.999996,0.028852817,0.999998,0.119473348,-0.090620531
TGIF1,0.6822,-0.624815234,0.999998,-0.534160389,-0.090654845
MZT1,0.223035,-0.00140883,0.152078,0.089246044,-0.090654874
PTPRF,0.743404,-0.612493326,0.751187,-0.521837807,-0.090655519
HYKK,0.999996,0.290480282,0.999998,0.381277674,-0.090797393
ISG15,0.954948,-0.733288101,0.999998,-0.642487318,-0.090800783
TMCC2,0.999996,-0.129476191,0.999998,-0.038617698,-0.090858493
ARHGEF4,0.999996,-0.057138144,0.999998,0.03377841,-0.090916555
TDRD10,0.950939,-0.326388679,0.999998,-0.235465337,-0.090923342
PHYHIP,0.999996,0.100494728,0.999998,0.191473363,-0.090978635
FABP1,0.999996,-0.114417739,0.999998,-0.023424908,-0.090992832
HDAC4,0.999996,-0.223258284,0.999998,-0.132215367,-0.091042916
KISS1R,0.999996,-0.068440078,0.999998,0.022718658,-0.091158737
AGK,0.999996,0.118615877,0.999998,0.209820832,-0.091204954
LRRC24,0.999996,-0.868021313,0.999998,-0.776758313,-0.091263001
C1QTNF5,0.999996,0.098841581,0.999998,0.190111039,-0.091269457
XG,0.999996,-0.374116268,0.999998,-0.282776076,-0.091340193
NYNRIN,0.999996,-0.566608944,0.820894,-0.475254232,-0.091354712
IGSF3,0.999996,-0.114466791,0.999998,-0.023019505,-0.091447287
MCM6,0.189572,-1.447676262,0.053282,-1.356219624,-0.091456638
GATM,0.999996,0.074046219,0.999998,0.165506262,-0.091460043
SCGN,0.999996,0.301815815,0.999998,0.393306187,-0.091490372
ASCC3,0.999996,-1.25243668,0.999998,-1.160925156,-0.091511524
SLC25A53,0.999996,0.195909772,0.999998,0.287560882,-0.09165111
PRND,0.999996,-0.013383961,0.999998,0.078328991,-0.091712952
RAD18,0.999996,-0.627974991,0.999998,-0.536230963,-0.091744028
GLRB,0.999996,0.448149628,0.999998,0.540074358,-0.09192473
BOD1L1,0.999996,-0.540884046,0.999998,-0.448958114,-0.091925932
PDE6C,0.999996,-0.034319324,0.999998,0.057611227,-0.091930551
CPED1,0.999996,-0.215295883,0.999998,-0.123335613,-0.09196027
RAB3A,0.999996,0.445199275,0.999998,0.537182523,-0.091983247
TMEM241,0.999996,-0.028325922,0.999998,0.063726702,-0.092052624
GP6,0.665328,-0.947973822,0.910495,-0.855914022,-0.0920598
ZNF45,0.999996,-0.401575089,0.999998,-0.309351579,-0.09222351
FAM192A,0.999996,-0.028749413,0.999998,0.063491675,-0.092241087
EPB41L5,0.999996,0.15015917,0.999998,0.242478301,-0.092319131
WNT3A,0.845077,-0.454451936,0.999998,-0.362095595,-0.092356341
PPP1R17,0.999996,0.222002575,0.999998,0.314369819,-0.092367244
NME7,0.999996,0.097120905,0.999998,0.189494279,-0.092373374
GFRA3,0.999996,-0.084771135,0.999998,0.007612958,-0.092384093
TMCO3,0.999996,-0.327841582,0.999998,-0.235454512,-0.09238707
UGT1A4,0.999996,0.147768763,0.999998,0.240161716,-0.092392953
ITGAD,0.999996,-0.123303925,0.999998,-0.030885747,-0.092418178
SLC25A32,0.999996,0.305171246,0.999998,0.397637428,-0.092466182
JUN,0.999996,0.225396414,0.999998,0.317874127,-0.092477713
ZNF511,0.999996,0.13104434,0.999998,0.223567386,-0.092523046
PHF16,0.991472,0.460631261,0.929436,0.553164699,-0.092533438
QTRT1,0.999996,0.075151497,0.999998,0.167694714,-0.092543217
WFIKKN1,0.999996,0.295849577,0.999998,0.388397837,-0.09254826
TMEM141,0.999996,0.235500046,0.999998,0.328093793,-0.092593748
C17orf62,0.999996,0.095177311,0.999998,0.187912097,-0.092734785
MSRB1,0.999996,0.210265754,0.999998,0.303109733,-0.092843978
ANXA5,0.999996,0.20089971,0.999998,0.293756673,-0.092856962
TMCO2,0.999996,0.127730138,0.999998,0.220666267,-0.092936129
N4BP2,0.999996,0.111644227,0.999998,0.204614313,-0.092970086
L3MBTL2,0.999996,-0.561590384,0.999998,-0.468586841,-0.093003543
HOXC8,0.999996,-0.054719221,0.999998,0.038372809,-0.093092031
ANGPTL5,0.999996,0.273820306,0.999998,0.366926192,-0.093105886
PLGLB2,0.999996,0.524680918,0.999998,0.617835461,-0.093154543
ZNF544,0.999996,-0.230308433,0.999998,-0.137146464,-0.093161969
FBXL12,0.999996,-0.059428447,0.999998,0.033749497,-0.093177944
TSGA10,0.999996,-1.00328415,0.999998,-0.9100794,-0.09320475
TRIM28,0.162174,0.304402639,0.999998,0.397623499,-0.09322086
HSBP1,0.999996,0.16002007,0.999998,0.253300456,-0.093280387
FAM210B,0.999996,0.203381677,0.999998,0.296709388,-0.093327711
PSG6,0.999996,0.246187936,0.999998,0.339544132,-0.093356196
RPUSD2,0.999996,0.107397909,0.999998,0.200809785,-0.093411876
TMEM260,0.999996,0.422911088,0.999998,0.51644259,-0.093531502
EML1,0.999996,0.067425506,0.999998,0.160973244,-0.093547738
SUFU,0.999996,0.092890105,0.999998,0.18658283,-0.093692725
PSME3,0.999996,0.126059875,0.999998,0.219824956,-0.093765082
ZDHHC15,0.999996,0.01859434,0.999998,0.112368667,-0.093774327
VSTM1,0.999996,0.030190893,0.999998,0.124064216,-0.093873323
EFCAB4A,0.999996,-0.091341538,0.999998,0.002532544,-0.093874081
CD86,0.999996,-0.096922666,0.999998,-0.002967837,-0.09395483
FABP2,0.999996,0.090882849,0.999998,0.184845476,-0.093962626
PLAGL1,0.999996,-0.028295572,0.999998,0.06570037,-0.093995942
LHX2,0.999996,0.16359187,0.999998,0.257600569,-0.094008699
DLL4,0.999996,-0.100019989,0.999998,-0.00595776,-0.09406223
GHSR,0.999996,0.115454332,0.999998,0.209562251,-0.094107919
MCOLN1,0.999996,-0.06083705,0.999998,0.033325027,-0.094162077
TMEM229A,0.999996,0.042051358,0.999998,0.136225551,-0.094174193
SGTB,0.999996,0.42364431,0.999998,0.517876392,-0.094232082
BRI3BP,0.999996,0.117521625,0.999998,0.2117973,-0.094275675
MAPKAPK3,0.999996,0.065545549,0.999998,0.159822615,-0.094277066
IFRD2,0.999996,0.172633167,0.999998,0.267071094,-0.094437927
DMRTA2,0.999996,0.398493627,0.999998,0.492938772,-0.094445145
PPP1R16A,0.999996,-0.201415361,0.999998,-0.106886576,-0.094528785
SAMD15,0.999996,-0.315725018,0.999998,-0.221186537,-0.094538481
CHST14,0.999996,-0.222343752,0.999998,-0.127773633,-0.094570119
MKS1,0.999996,0.125339457,0.999998,0.219979861,-0.094640404
B4GALT6,0.999996,0.011065635,0.999998,0.105711981,-0.094646346
RERE,0.999996,-0.026230337,0.999998,0.068450281,-0.094680618
TM2D3,0.999996,0.199259745,0.999998,0.294088672,-0.094828927
CD34,0.999996,0.213036181,0.999998,0.307923374,-0.094887193
CARD6,0.999996,0.296629123,0.999998,0.391535826,-0.094906703
PTS,0.999996,0.195311562,0.999998,0.290261993,-0.094950431
WDR35,0.999996,0.171215775,0.999998,0.2662752,-0.095059425
FAM189A2,0.999996,0.003822056,0.999998,0.098895844,-0.095073788
TSC22D4,0.899961,0.277789316,0.999998,0.372882997,-0.09509368
AMIGO1,0.999996,0.143623211,0.999998,0.238760656,-0.095137445
C1orf173,0.999996,0.241994173,0.999998,0.337166684,-0.095172512
ATAD5,0.955603,-0.55660011,0.999998,-0.461349189,-0.095250921
FOXN4,0.999996,0.21631874,0.999998,0.311579597,-0.095260857
CDC42EP2,0.999996,-0.321452843,0.999998,-0.22615186,-0.095300983
AZGP1,0.999996,-0.436231788,0.999998,-0.340910011,-0.095321778
ZNF417,0.999996,0.291877477,0.999998,0.387203988,-0.095326512
YWHAQ,0.999996,-0.43494425,0.999998,-0.339591186,-0.095353064
TMEM89,0.999996,-0.271538812,0.999998,-0.176126068,-0.095412744
IL1RN,0.999996,0.304436526,0.999998,0.399874363,-0.095437838
PANX3,0.999996,-0.684524938,0.999998,-0.588981666,-0.095543272
NT5DC2,0.999996,0.373422488,0.999998,0.468981779,-0.095559291
FAM21A,0.999996,-0.11600189,0.999998,-0.020371547,-0.095630344
IGJ,0.999996,0.20549555,0.999998,0.301169853,-0.095674303
UBE4B,0.999996,0.320840162,0.999998,0.416574409,-0.095734247
40428,0.999996,-0.218710001,0.999998,-0.122922651,-0.09578735
SUMO3,0.999996,0.032778661,0.999998,0.128593031,-0.09581437
MPZL2,0.999996,-0.382277458,0.999998,-0.286389673,-0.095887786
PLA2G2D,0.999996,0.393343855,0.999998,0.48927511,-0.095931255
CRYBB3,0.999996,0.057678032,0.999998,0.153626192,-0.09594816
MBTPS2,0.842384,-0.160295568,0.124321,-0.064346164,-0.095949404
ARL14EPL,0.999996,0.12268855,0.999998,0.218664089,-0.095975539
RSPH4A,0.806884,-1.200687629,0.655026,-1.104674716,-0.096012913
C4orf48,0.999996,0.166574725,0.999998,0.262620073,-0.096045348
VAMP8,0.999996,-0.180964904,0.999998,-0.084906507,-0.096058397
POGLUT1,0.999996,0.012531703,0.999998,0.108672309,-0.096140606
SCIMP,0.999996,0.218380252,0.999998,0.314540826,-0.096160574
C10orf88,0.999996,-0.277960165,0.911451,-0.181778887,-0.096181278
PITPNM1,0.050005,-0.102481139,0.888834,-0.006286378,-0.096194761
FMR1NB,0.999996,-0.007524945,0.999998,0.088866784,-0.096391728
GHRH,0.999996,-0.223295584,0.999998,-0.126869601,-0.096425983
EXOC8,0.999996,-0.874106817,0.999998,-0.777659527,-0.09644729
DCAF15,0.999996,-0.043945602,0.999998,0.052538662,-0.096484264
DPP4,0.999996,0.226019457,0.999998,0.322770354,-0.096750897
DOK2,0.999996,-0.182472207,0.999998,-0.085684335,-0.096787872
OSM,0.999996,-0.015549539,0.999998,0.081241061,-0.096790599
RAMP2,0.96101,-0.051372064,0.999998,0.0454604,-0.096832464
MYO16,0.999996,-1.322484752,0.999998,-1.22559299,-0.096891763
POU4F1,0.999996,0.053421204,0.999998,0.150465349,-0.097044144
DNAH3,0.18454,-0.891345889,0.604999,-0.794246467,-0.097099422
AMN1,0.999996,0.312128404,0.999998,0.409232323,-0.097103919
RHBDD3,0.46253,0.202926025,0.279966,0.300030882,-0.097104857
XYLT2,0.999996,-0.008906375,0.770961,0.088310831,-0.097217206
IP6K3,0.999996,0.162324172,0.999998,0.259565711,-0.09724154
MEF2D,0.999996,-0.544566808,0.999998,-0.447260879,-0.097305929
KRT5,0.999996,0.171314407,0.80342,0.268648381,-0.097333975
IGSF9,0.999996,0.143560288,0.999998,0.240915681,-0.097355393
FOXB1,0.999996,0.153957727,0.999998,0.251320708,-0.09736298
NUTM2A,0.999996,-0.412385735,0.999998,-0.315011504,-0.09737423
WDR53,0.999996,0.071529979,0.999998,0.168921866,-0.097391888
QTRTD1,0.999996,-0.044360863,0.999998,0.053033205,-0.097394068
SLITRK6,0.999996,0.289846682,0.999998,0.387266569,-0.097419887
UBQLN4,0.620654,0.134182166,0.707111,0.231632371,-0.097450205
IL2RG,0.999996,-0.11041508,0.999998,-0.012879125,-0.097535955
C17orf53,0.999996,-0.251393179,0.999998,-0.153756967,-0.097636212
CLEC12A,0.999996,0.076969326,0.999998,0.174663423,-0.097694097
SEMA5B,0.999996,0.24130775,0.999998,0.339036402,-0.097728652
PRDM13,0.999996,0.032768748,0.999998,0.130508819,-0.097740071
ZCCHC3,0.489823,0.285550368,0.784546,0.3832966,-0.097746232
LATS1,0.999996,-0.027301695,0.999998,0.070461879,-0.097763574
PI4KA,0.510835,-0.845128004,0.466792,-0.74722137,-0.097906634
IFT74,0.999996,0.283621745,0.999998,0.38155325,-0.097931505
HMX3,0.999996,0.302224248,0.999998,0.400171433,-0.097947185
MYPN,0.999996,0.018017469,0.999998,0.116004464,-0.097986995
EIF4E,0.999996,0.115277468,0.999998,0.213331437,-0.098053969
DNAJB14,0.999996,-0.115174371,0.999998,-0.017047876,-0.098126495
SPR,0.999996,-0.327783167,0.976796,-0.229434406,-0.098348761
TIGD3,0.542039,-0.30498962,0.999998,-0.206437277,-0.098552343
DNAH1,0.999996,0.146483261,0.999998,0.245078925,-0.098595664
UBQLN2,0.999996,-0.099980706,0.999998,-0.001344664,-0.098636042
ZNF7,0.999996,-0.589268667,0.999998,-0.49062626,-0.098642407
MDC1,0.601029,0.121574419,0.466433,0.220253237,-0.098678818
AQP2,0.999996,-0.312173415,0.999998,-0.213444333,-0.098729082
SHH,0.999996,0.312835922,0.999998,0.411613136,-0.098777213
ERMP1,0.532708,-0.516185139,0.282098,-0.417369954,-0.098815185
PARP15,0.999996,0.370893607,0.999998,0.469736394,-0.098842787
HLA-DMA,0.999996,-0.224594365,0.999998,-0.125726925,-0.098867441
AIF1,0.999996,-0.150877412,0.999998,-0.051997428,-0.098879984
TCEB3,0.999996,-0.079050659,0.999998,0.019832349,-0.098883008
CALCR,0.999996,-0.118730866,0.999998,-0.019847012,-0.098883854
CCRN4L,0.999996,-0.376060062,0.999998,-0.277171626,-0.098888437
ABHD10,0.999996,0.105367806,0.999998,0.204299334,-0.098931527
WRAP53,0.161771,-0.483896811,0.619764,-0.384917638,-0.098979173
TSPAN8,0.999996,0.064800421,0.999998,0.163928256,-0.099127836
HACE1,0.999996,-0.209888311,0.999998,-0.110721908,-0.099166404
KDM5B,0.999996,0.266856462,0.999998,0.366079855,-0.099223394
IFT81,0.999996,0.236715839,0.999998,0.335940653,-0.099224814
CEP170,0.999996,0.344085757,0.999998,0.443313473,-0.099227717
LTBP1,0.999996,-0.386511005,0.999998,-0.287252615,-0.09925839
CEP95,0.877214,-0.387493815,0.999998,-0.288155807,-0.099338009
KLK8,0.999996,0.02948718,0.999998,0.1288488,-0.09936162
CR1,0.999996,0.186767692,0.999998,0.286135928,-0.099368236
ADAMTS4,0.999996,0.039439805,0.999998,0.13883246,-0.099392655
PBXIP1,0.164065,0.088353032,0.032035,0.187888659,-0.099535626
CHTOP,0.999996,-0.094683781,0.999998,0.004875344,-0.099559125
CLEC3A,0.999996,0.275537709,0.999998,0.375116934,-0.099579225
MSTO1,0.03447,0.281467603,0.018486,0.381047538,-0.099579935
HCN4,0.999996,0.132419686,0.999998,0.232113446,-0.09969376
TFDP2,0.999996,0.077612177,0.999998,0.177311961,-0.099699784
SEC31A,0.999996,0.372151981,0.999998,0.471908232,-0.099756251
UBLCP1,0.999996,-0.578475563,0.999998,-0.478704101,-0.099771461
CD2,0.999996,0.152100748,0.999998,0.252021566,-0.099920818
ZNF319,0.999996,-0.42184822,0.999998,-0.321913788,-0.099934432
TMEM126B,0.999996,0.095557873,0.999998,0.195516856,-0.099958983
CLEC1B,0.999996,0.172459439,0.999998,0.272512278,-0.10005284
GAMT,0.999996,-0.088562423,0.999998,0.011500079,-0.100062503
SLC25A30,0.999996,0.10236277,0.999998,0.202435042,-0.100072272
TTC38,0.999996,-0.646951921,0.999998,-0.546792413,-0.100159508
DHRS7,0.999996,0.519724693,0.999998,0.620101036,-0.100376342
BIRC3,0.999996,0.139259572,0.999998,0.239670463,-0.100410891
SSX7,0.999996,-0.140829191,0.999998,-0.040302693,-0.100526497
ZNF254,0.999996,0.277053601,0.999998,0.377711457,-0.100657856
GJB3,0.669631,-0.564600508,0.951342,-0.463898202,-0.100702306
ALPK1,0.999996,0.345275077,0.999998,0.446046928,-0.100771851
MAPK8IP1,0.461399,0.050914862,0.985529,0.151735447,-0.100820585
EIF3CL,0.001485,-2.796662174,0.004174,-2.695840485,-0.100821689
TRIM2,0.999996,-1.039066229,0.999998,-0.938230013,-0.100836216
LDHB,0.999996,-0.018689157,0.999998,0.082242331,-0.100931488
FAM120C,0.999996,-0.232150635,0.999998,-0.131101008,-0.101049627
SLC18A3,0.999996,0.245463673,0.999998,0.346551029,-0.101087356
FAM188B,0.999996,-0.128992183,0.999998,-0.027881014,-0.101111169
AGO2,0.999996,-0.034210412,0.999998,0.066920194,-0.101130606
CD37,0.999996,-0.104238331,0.999998,-0.003055252,-0.10118308
GPX2,0.999996,-0.001159479,0.999998,0.10005647,-0.101215949
UNC5B,0.999996,0.254818221,0.770336,0.356117748,-0.101299527
GPR133,0.999996,0.283299838,0.999998,0.384602392,-0.101302554
MEOX1,0.496917,0.234346476,0.929768,0.335676692,-0.101330217
COL4A4,0.999996,0.156951089,0.999998,0.258343937,-0.101392848
VAMP4,0.999996,0.163088184,0.999998,0.264589512,-0.101501329
IL2,0.999996,0.046418018,0.999998,0.147976178,-0.101558161
EXD3,0.999996,0.091051039,0.999998,0.192612912,-0.101561874
RABGAP1,0.999996,0.269685831,0.999998,0.371313809,-0.101627978
ATP13A2,0.999996,-0.011186345,0.999998,0.090467552,-0.101653898
FAM60A,0.338863,-0.973096954,0.411941,-0.871432723,-0.101664231
FASTKD2,0.999996,-0.080348102,0.999998,0.021326963,-0.101675065
SEMA6D,0.999996,0.35781881,0.999998,0.459585655,-0.101766845
TOP1MT,0.999996,-0.881911835,0.999998,-0.780135584,-0.101776251
TRAK1,0.999996,0.119024182,0.999998,0.220854564,-0.101830382
CRYZL1,0.999996,0.065540055,0.999998,0.167441722,-0.101901667
IGSF11,0.999996,0.235746991,0.999998,0.337667855,-0.101920864
DHX34,0.682389,-0.39584711,0.999998,-0.293911712,-0.101935398
COX10,0.251235,-2.297699998,0.115619,-2.195757148,-0.10194285
KIR2DL1,0.999996,0.172875694,0.999998,0.27486209,-0.101986397
BPIFB6,0.999996,-0.061247632,0.999998,0.040778031,-0.102025662
VPS18,0.041803,-0.605869493,0.13916,-0.503838677,-0.102030816
CCDC58,0.829447,-0.443908636,0.669349,-0.341857521,-0.102051114
ESX1,0.999996,0.158404426,0.999998,0.260498378,-0.102093952
UBE2J2,0.999996,0.227703943,0.999998,0.329836942,-0.102132999
CACNA1A,0.999996,-1.166276196,0.999998,-1.064109336,-0.10216686
SAP30,0.999996,0.27727071,0.999998,0.37946281,-0.1021921
TMEM125,0.999996,0.183586957,0.999998,0.285821611,-0.102234655
PIK3CA,0.351109,0.289818042,0.305336,0.392082999,-0.102264956
HSPB11,0.999996,0.475680682,0.999998,0.577961672,-0.10228099
TBX21,0.45626,-0.246030495,0.999998,-0.143736487,-0.102294009
RNF144A,0.999996,-0.105105587,0.942531,-0.002809299,-0.102296288
C1orf174,0.999996,-0.329167,0.845033,-0.226806545,-0.102360456
C10orf129,0.999996,-0.196034166,0.999998,-0.09361494,-0.102419226
RBM5,0.999996,-0.366277248,0.999998,-0.263803875,-0.102473373
MIER2,0.999996,0.226309667,0.999998,0.328790085,-0.102480418
ZNF214,0.999996,0.21412827,0.999998,0.31661589,-0.10248762
VCP,0.243348,-0.311545731,0.440715,-0.209029389,-0.102516342
ACOT7,0.999996,-0.224343311,0.999998,-0.121825694,-0.102517617
FAM200B,0.999996,0.360536163,0.999998,0.463060121,-0.102523958
APH1B,0.999996,0.165190111,0.999998,0.267714836,-0.102524725
LHX9,0.999996,-0.50590713,0.999998,-0.403356764,-0.102550366
TLDC2,0.999996,0.037656377,0.999998,0.140244535,-0.102588158
CLYBL,0.999996,0.338103272,0.999998,0.440731985,-0.102628713
PKP1,0.999996,0.419103321,0.999998,0.521787097,-0.102683776
HOXD13,0.999996,0.064898499,0.999998,0.167701387,-0.102802888
CCDC134,0.999996,0.055804808,0.999998,0.158611699,-0.102806891
PLN,0.999996,0.04547635,0.999998,0.148287201,-0.102810851
TMEM35,0.999996,0.219456724,0.999998,0.322300588,-0.102843865
APOOL,0.999996,0.501988688,0.999998,0.604870642,-0.102881954
MYPOP,0.999996,-0.131549374,0.999998,-0.028557835,-0.102991539
STK40,0.999996,0.18190994,0.999998,0.284931422,-0.103021483
TRPV4,0.999996,-0.157674718,0.999998,-0.054652148,-0.10302257
DOCK2,0.999996,0.186594524,0.999998,0.289637217,-0.103042694
EIF5A2,0.999996,0.438393622,0.999998,0.541514433,-0.103120811
ATP1A4,0.999996,0.112175778,0.999998,0.215351199,-0.10317542
NPM3,0.999996,0.51515859,0.999998,0.618350378,-0.103191788
IFRD1,0.999996,-0.201264829,0.999998,-0.098031708,-0.103233121
BNIPL,0.999996,0.147247454,0.999998,0.250502868,-0.103255415
FAM9B,0.999996,0.446965108,0.999998,0.550357321,-0.103392213
FAM183A,0.999996,0.082188882,0.999998,0.185610026,-0.103421144
CRCT1,0.999996,0.060973794,0.999998,0.164429408,-0.103455614
C1orf226,0.999996,0.2220944,0.999998,0.325636674,-0.103542273
GDF2,0.747705,-0.664347554,0.863309,-0.560779177,-0.103568378
SERINC4,0.999996,-0.084614822,0.999998,0.018973835,-0.103588657
VRTN,0.599528,-0.136881903,0.712388,-0.033285511,-0.103596392
GP5,0.999996,0.171413088,0.999998,0.275039883,-0.103626794
ZNF90,0.999996,0.254198203,0.999998,0.35790592,-0.103707717
ITGAL,0.999996,-0.11969119,0.999998,-0.015895345,-0.103795844
SLC35F6,0.999996,-0.128410721,0.999998,-0.02458813,-0.103822591
MEGF11,0.999996,0.084863397,0.999998,0.188798568,-0.103935171
RFWD2,0.999996,0.21005473,0.999998,0.313993836,-0.103939106
CDHR1,0.999996,-0.086349224,0.999998,0.017619917,-0.103969141
UBE2D3,0.994554,0.272466669,0.947503,0.376486807,-0.104020138
RBM28,0.32386,-0.011670803,0.517654,0.092395017,-0.10406582
PCDHGC4,0.999996,-0.001719623,0.999998,0.102348808,-0.104068431
PKNOX1,0.999996,-0.037071096,0.999998,0.067048529,-0.104119625
CPA6,0.999996,0.314206747,0.999998,0.418336359,-0.104129612
TSNAX,0.999996,-0.002220109,0.999998,0.1019278,-0.104147909
NNAT,0.999996,0.137297564,0.999998,0.241521995,-0.104224431
LHX4,0.999996,0.142920969,0.999998,0.247183098,-0.104262129
SCARB1,0.999996,0.193153995,0.999998,0.297444152,-0.104290157
DCAF12L1,0.999996,0.486559133,0.999998,0.591101306,-0.104542174
EMC10,0.999996,-0.366873137,0.999998,-0.26232991,-0.104543227
CRTC3,0.999996,-0.028605464,0.999998,0.076008074,-0.104613539
CDH20,0.999996,0.197167833,0.999998,0.30180243,-0.104634598
TAGLN3,0.999996,-0.09786582,0.999998,0.006776967,-0.104642787
PPDPF,0.442814,-0.653858949,0.782843,-0.549167148,-0.104691801
LY6H,0.999996,0.070230576,0.999998,0.174978919,-0.104748343
PGAM4,0.999996,-0.006538246,0.999998,0.098263692,-0.104801937
RARRES2,0.999996,0.194084055,0.999998,0.298938279,-0.104854224
PCDHA5,0.999996,0.076349785,0.999998,0.181218448,-0.104868663
FGB,0.999996,-0.064091247,0.999998,0.040777442,-0.104868689
TM4SF20,0.999996,0.336062742,0.999998,0.440952777,-0.104890035
NOX4,0.999996,-0.269755222,0.999998,-0.164855812,-0.10489941
ZIK1,0.999996,0.202210231,0.999998,0.307157258,-0.104947026
C11orf86,0.999996,-0.244118805,0.999998,-0.139121101,-0.104997704
FZD5,0.999996,0.417631002,0.999998,0.522683911,-0.105052908
MEIS2,0.999996,-0.049067341,0.999998,0.055990621,-0.105057962
ISLR2,0.999996,0.27654579,0.999998,0.381638718,-0.105092928
HDAC5,0.837355,-0.305124481,0.999998,-0.200017147,-0.105107335
WNT6,0.599228,0.195110813,0.999998,0.300344773,-0.10523396
STYXL1,0.999996,0.040774723,0.999998,0.146031455,-0.105256732
CUZD1,0.999996,0.16960369,0.999998,0.274874196,-0.105270506
SESN2,0.999996,0.173131623,0.999998,0.278431982,-0.105300359
KCNH1,0.999996,0.089109226,0.999998,0.194433277,-0.105324051
EMC9,0.999996,-0.038396295,0.999998,0.066950308,-0.105346603
GAB2,0.999996,-0.469366605,0.999998,-0.363999145,-0.105367459
PDZK1IP1,0.999996,0.197719353,0.999998,0.303097608,-0.105378255
ZNF600,0.999996,-0.349228276,0.999998,-0.243797783,-0.105430493
SYTL5,0.999996,0.465947895,0.999998,0.571378843,-0.105430948
PGM1,0.999996,0.000808202,0.999998,0.10624647,-0.105438268
NR0B1,0.999996,-0.185976335,0.999998,-0.080536804,-0.105439531
